date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:56	1001/1001	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:30:44%20GMT	http://www.wcm-partners.com/0/this.iFrames[i];var	D:/My%20Web%20Sites/w/0/this.iFrames[i];var	(from http://www.wcm-partners.com/0/le8498_0.js)
10:29:57	37603/37603	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:44%20GMT	http://www.wcm-partners.com/0/le8548_0.js	D:/My%20Web%20Sites/w/0/le8548_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:02	1783/1783	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:48%20GMT	http://www.wcm-partners.com/0/path+%22?%22+new	D:/My%20Web%20Sites/w/0/path+_f25f.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:03	109987/109987	---M-Z	200	added ('OK')	application/javascript	etag:%2278c9dba8533bbea45843a0d9b47093ed%22	http://feather.aviary.com/js/feather.js	D:/My%20Web%20Sites/w/js/feather.js	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:04	250/250	---M--	200	added ('OK')	image/gif	etag:W/%22250-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/components/colorpicker/color_arrow_down.gif	D:/My%20Web%20Sites/w/upload/custom_screens/components/colorpicker/color_arrow_down.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:06	17769/17769	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:53%20GMT	http://www.wcm-partners.com/0/le8585_0.js	D:/My%20Web%20Sites/w/0/le8585_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:06	52/52	---M--	200	added ('OK')	image/gif	etag:W/%2252-1403664176000%22	http://www.wcm-partners.com/upload/js_globals/generic_images/down_arrow.gif	D:/My%20Web%20Sites/w/upload/js_globals/generic_images/down_arrow.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:07	1063/1063	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:30:54%20GMT	http://www.wcm-partners.com/0/urlInfo.getChildField(%22url%22).getValue().trim();var	D:/My%20Web%20Sites/w/0/urlInfo.getChildField(_url_).getValue().91.delayed	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:07	2912/2912	---M--	200	added ('OK')	image/gif	etag:W/%222912-1403664191000%22	http://www.wcm-partners.com/upload/custom_screens/calendar/popups/respond_now_img.gif	D:/My%20Web%20Sites/w/upload/custom_screens/calendar/popups/respond_now_img.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:07	990/990	---M--	200	added ('OK')	image/gif	etag:W/%22990-1403664191000%22	http://www.wcm-partners.com/upload/custom_screens/invitations/lock.gif	D:/My%20Web%20Sites/w/upload/custom_screens/invitations/lock.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:08	13/13	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20Jul%202016%2014:30:55%20GMT	http://www.wcm-partners.com/0/NewAutoComplete.ajax?xmlStr=	D:/My%20Web%20Sites/w/0/NewAutoComplete4ef4.ajax	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:08	1001/1001	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:30:55%20GMT	http://www.wcm-partners.com/0/thisObj.buildNewUrl(el)	D:/My%20Web%20Sites/w/0/thisObj.95.delayed	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:08	1089/1089	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:30:55%20GMT	http://www.wcm-partners.com/0/linkEl.href;rA(linkEl,%22href%22);this.delinkedEls.push(linkEl);}	D:/My%20Web%20Sites/w/0/linkEl.href;rA(linkEl,_href_);this.delinkedEls.push(linkEl);}	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:08	1021/1021	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:30:56%20GMT	http://www.wcm-partners.com/0/this.getKeyCode(event);if(!((code	D:/My%20Web%20Sites/w/0/this.getKeyCode(event);if(!((code	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:09	145/145	---M--	200	added ('OK')	image/gif	etag:W/%22145-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/html5/livepage/lp_delete_frame_icon.gif	D:/My%20Web%20Sites/w/upload/custom_screens/html5/livepage/lp_delete_frame_icon.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:09	390/390	---M--	200	added ('OK')	image/jpeg	etag:W/%22390-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/html5/livepage/lp_edit_frame_icon.jpg	D:/My%20Web%20Sites/w/upload/custom_screens/html5/livepage/lp_edit_frame_icon.jpg	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:11	1773/1773	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:58%20GMT	http://www.wcm-partners.com/0/gA(linkEl,%22a_href%22);window.location.href=UrlUtil.addParamsToUrl(href,params);}	D:/My%20Web%20Sites/w/0/gA(linkEl,_a_href_);window.location.href=UrlUtil.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:11	56289/56289	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:58%20GMT	http://www.wcm-partners.com/0/le8650_0.js	D:/My%20Web%20Sites/w/0/le8650_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:12	70061/70061	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:59%20GMT	http://www.wcm-partners.com/0/le8510_0.js	D:/My%20Web%20Sites/w/0/le8510_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:12	4514/4514	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:30:59%20GMT	http://www.wcm-partners.com/0/le5227_0.js	D:/My%20Web%20Sites/w/0/le5227_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:12	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:30:59%20GMT	http://www.wcm-partners.com/0/upload/custom_screens/explorer/table/icon_delete.gif	D:/My%20Web%20Sites/w/0/upload/custom_screens/explorer/table/icon_delete.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:13	310/310	---M--	200	added ('OK')	image/gif	etag:W/%22310-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/html5/livepage/close_icon.gif	D:/My%20Web%20Sites/w/upload/custom_screens/html5/livepage/close_icon.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:13	995/995	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:31:01%20GMT	http://www.wcm-partners.com/0/cls.getCssText();var	D:/My%20Web%20Sites/w/0/cls.getCssText();var	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:14	1015/1015	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:31:01%20GMT	http://www.wcm-partners.com/0/this.getKeyCode(event);if(code	D:/My%20Web%20Sites/w/0/this.getKeyCode(event);if(code	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:14	1093/1093	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:31:01%20GMT	http://www.wcm-partners.com/0/this.editor.getCode(props);this.editor.updateCode(code,cursorPos);var	D:/My%20Web%20Sites/w/0/this.editor.getCode(props);this.editor.a2.delayed	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:14	1007/1007	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:31:01%20GMT	http://www.wcm-partners.com/0/this.getKeyCode(event);var	D:/My%20Web%20Sites/w/0/this.getKeyCode(event);var	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:14	1013/1013	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:31:02%20GMT	http://www.wcm-partners.com/0/sheet.href;if(!href){return	D:/My%20Web%20Sites/w/0/sheet.href;if(!href){return	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:15	19590/19590	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:31:02%20GMT	http://www.wcm-partners.com/0/le8763_0.js	D:/My%20Web%20Sites/w/0/le8763_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:15	45352/45352	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:31:02%20GMT	http://www.wcm-partners.com/0/le8773_0.js	D:/My%20Web%20Sites/w/0/le8773_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:15	228/228	---M--	200	added ('OK')	image/gif	etag:W/%22228-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/html5/livepage/layout/mondrian/mg-align-ml.gif	D:/My%20Web%20Sites/w/upload/custom_screens/html5/livepage/layout/mondrian/mg-align-ml.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:15	229/229	---M--	200	added ('OK')	image/gif	etag:W/%22229-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/html5/livepage/layout/mondrian/mg-align-mm.gif	D:/My%20Web%20Sites/w/upload/custom_screens/html5/livepage/layout/mondrian/mg-align-mm.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:16	227/227	---M--	200	added ('OK')	image/gif	etag:W/%22227-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/html5/livepage/layout/mondrian/mg-align-mr.gif	D:/My%20Web%20Sites/w/upload/custom_screens/html5/livepage/layout/mondrian/mg-align-mr.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:16	176/176	---M--	200	added ('OK')	image/gif	etag:W/%22176-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/moduleeditor/item_open_icon.gif	D:/My%20Web%20Sites/w/upload/custom_screens/moduleeditor/item_open_icon.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:16	178/178	---M--	200	added ('OK')	image/gif	etag:W/%22178-1403664196000%22	http://www.wcm-partners.com/upload/custom_screens/moduleeditor/item_closed_icon.gif	D:/My%20Web%20Sites/w/upload/custom_screens/moduleeditor/item_closed_icon.gif	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:16	1071/1071	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202016%2014:31:03%20GMT	http://www.wcm-partners.com/0/UrlUtil.addParamsToUrl(newUrl,params);window.open(url);}	D:/My%20Web%20Sites/w/0/UrlUtil.addParamsToUrl(newUrl,params);window.open(url);}	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:16	9162/9162	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:31:04%20GMT	http://www.wcm-partners.com/0/le8501_0.js	D:/My%20Web%20Sites/w/0/le8501_0.html	(from http://www.wcm-partners.com/0/le8498_0.js)
10:30:22	16205/16205	---M--	200	added ('OK')	image/jpeg	etag:W/%2216205-1410201076000%22	http://www.wcm-partners.com/upload/image_library/dcu-thumb.jpg	D:/My%20Web%20Sites/w/upload/image_library/dcu-thumb.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:22	30150/30150	---M--	200	added ('OK')	image/jpeg	etag:W/%2230150-1410201089000%22	http://www.wcm-partners.com/upload/image_library/hks-thumb.jpg	D:/My%20Web%20Sites/w/upload/image_library/hks-thumb.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:23	36457/36457	---M--	200	added ('OK')	image/jpeg	etag:W/%2236457-1410201091000%22	http://www.wcm-partners.com/upload/image_library/steinway.jpg	D:/My%20Web%20Sites/w/upload/image_library/steinway.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:24	12234/12234	---M--	200	added ('OK')	image/jpeg	etag:W/%2212234-1410201089000%22	http://www.wcm-partners.com/upload/image_library/summer_infant-grid-item.jpg	D:/My%20Web%20Sites/w/upload/image_library/summer_infant-grid-item.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:26	26086/26086	---M--	200	added ('OK')	image/jpeg	etag:W/%2226086-1410201089000%22	http://www.wcm-partners.com/upload/image_library/hphc-grid-item.jpg	D:/My%20Web%20Sites/w/upload/image_library/hphc-grid-item.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:26	17992/17992	---M--	200	added ('OK')	image/jpeg	etag:W/%2217992-1410201076000%22	http://www.wcm-partners.com/upload/image_library/boston_private_bank-grid-item.jpg	D:/My%20Web%20Sites/w/upload/image_library/boston_private_bank-grid-item.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:27	13823/13823	---M--	200	added ('OK')	image/jpeg	etag:W/%2213823-1410201089000%22	http://www.wcm-partners.com/upload/image_library/bertuccis-work-grid.jpg	D:/My%20Web%20Sites/w/upload/image_library/bertuccis-work-grid.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:30	21177/21177	---M--	200	added ('OK')	image/jpeg	etag:W/%2221177-1410201082000%22	http://www.wcm-partners.com/upload/image_library/aaa-grid-item.jpg	D:/My%20Web%20Sites/w/upload/image_library/aaa-grid-item.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:30	24336/24336	---M--	200	added ('OK')	image/jpeg	etag:W/%2224336-1410201089000%22	http://www.wcm-partners.com/upload/image_library/minuteman-thumb.jpg	D:/My%20Web%20Sites/w/upload/image_library/minuteman-thumb.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:32	30361/30361	---M--	200	added ('OK')	image/jpeg	etag:W/%2230361-1410201091000%22	http://www.wcm-partners.com/upload/image_library/bunge-grid-item.jpg	D:/My%20Web%20Sites/w/upload/image_library/bunge-grid-item.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:32	11564/11564	---M--	200	added ('OK')	image/jpeg	etag:W/%2211564-1410201089000%22	http://www.wcm-partners.com/upload/image_library/keurig-grid-item.jpg	D:/My%20Web%20Sites/w/upload/image_library/keurig-grid-item.jpg	(from http://www.wcm-partners.com/0/985.css)
10:30:33	5397/5397	---M-Z	200	added ('OK')	text/css	etag:W/%225397-1455830246000%22	http://www.wcm-partners.com/0/710.css	D:/My%20Web%20Sites/w/0/710.css	(from http://www.wcm-partners.com/harvard-kennedy-school)
10:30:33	14159/14159	---M--	200	added ('OK')	image/jpeg	etag:W/%2214159-1410201082000%22	http://www.wcm-partners.com/upload/image_library/minuteman_health_copy.jpg	D:/My%20Web%20Sites/w/upload/image_library/minuteman_health_copy.jpg	(from http://www.wcm-partners.com/0/863.css)
10:30:33	917/917	---M-Z	200	added ('OK')	text/css	etag:W/%22917-1455830246000%22	http://www.wcm-partners.com/0/756.css	D:/My%20Web%20Sites/w/0/756.css	(from http://www.wcm-partners.com/harvard-kennedy-school)
10:30:33	1182/1182	---M-Z	200	added ('OK')	text/css	etag:W/%221182-1455830246000%22	http://www.wcm-partners.com/0/757.css	D:/My%20Web%20Sites/w/0/757.css	(from http://www.wcm-partners.com/harvard-kennedy-school)
10:30:34	727/727	---M-Z	200	added ('OK')	text/css	etag:W/%22727-1455830245000%22	http://www.wcm-partners.com/0/760.css	D:/My%20Web%20Sites/w/0/760.css	(from http://www.wcm-partners.com/harvard-pilgrim-health-care)
10:30:34	2561/2561	---M-Z	200	added ('OK')	text/css	etag:W/%222561-1455830245000%22	http://www.wcm-partners.com/0/761.css	D:/My%20Web%20Sites/w/0/761.css	(from http://www.wcm-partners.com/harvard-pilgrim-health-care)
10:30:34	249/249	---M-Z	200	added ('OK')	text/css	etag:W/%22249-1455830245000%22	http://www.wcm-partners.com/0/765.css	D:/My%20Web%20Sites/w/0/765.css	(from http://www.wcm-partners.com/summer-infant)
10:30:34	23694/23694	---M--	200	added ('OK')	image/jpeg	etag:W/%2223694-1410201082000%22	http://www.wcm-partners.com/upload/image_library/dcu.jpg	D:/My%20Web%20Sites/w/upload/image_library/dcu.jpg	(from http://www.wcm-partners.com/0/863.css)
10:30:35	1001/1001	---M-Z	200	added ('OK')	text/css	etag:W/%221001-1455830245000%22	http://www.wcm-partners.com/0/766.css	D:/My%20Web%20Sites/w/0/766.css	(from http://www.wcm-partners.com/summer-infant)
10:30:35	212/212	---M-Z	200	added ('OK')	text/css	etag:W/%22212-1455830247000%22	http://www.wcm-partners.com/0/771.css	D:/My%20Web%20Sites/w/0/771.css	(from http://www.wcm-partners.com/digital-federal-credit-union)
10:30:36	2214/2214	---M-Z	200	added ('OK')	text/css	etag:W/%222214-1455830247000%22	http://www.wcm-partners.com/0/772.css	D:/My%20Web%20Sites/w/0/772.css	(from http://www.wcm-partners.com/digital-federal-credit-union)
10:30:36	384/384	---M-Z	200	added ('OK')	text/css	etag:W/%22384-1455830247000%22	http://www.wcm-partners.com/0/783.css	D:/My%20Web%20Sites/w/0/783.css	(from http://www.wcm-partners.com/boston-private-bank)
10:30:37	2281/2281	---M-Z	200	added ('OK')	text/css	etag:W/%222281-1455830247000%22	http://www.wcm-partners.com/0/784.css	D:/My%20Web%20Sites/w/0/784.css	(from http://www.wcm-partners.com/boston-private-bank)
10:30:37	667/667	---M-Z	200	added ('OK')	text/css	etag:W/%22667-1455830246000%22	http://www.wcm-partners.com/0/735.css	D:/My%20Web%20Sites/w/0/735.css	(from http://www.wcm-partners.com/bertuccis)
10:30:38	1197/1197	---M-Z	200	added ('OK')	text/css	etag:W/%221197-1455830245000%22	http://www.wcm-partners.com/0/743.css	D:/My%20Web%20Sites/w/0/743.css	(from http://www.wcm-partners.com/bertuccis)
10:30:38	0/0	---M-Z	200	added ('OK')	text/css	etag:W/%220-1455830247000%22	http://www.wcm-partners.com/0/777.css	D:/My%20Web%20Sites/w/0/777.css	(from http://www.wcm-partners.com/steinway-and-sons)
10:30:38	1000/1000	---M-Z	200	added ('OK')	text/css	etag:W/%221000-1455830247000%22	http://www.wcm-partners.com/0/778.css	D:/My%20Web%20Sites/w/0/778.css	(from http://www.wcm-partners.com/steinway-and-sons)
10:30:38	2030/2030	---M-Z	200	added ('OK')	text/css	etag:W/%222030-1455830247000%22	http://www.wcm-partners.com/0/790.css	D:/My%20Web%20Sites/w/0/790.css	(from http://www.wcm-partners.com/minuteman-health)
10:30:39	2183/2183	---M-Z	200	added ('OK')	text/css	etag:W/%222183-1455830247000%22	http://www.wcm-partners.com/0/792.css	D:/My%20Web%20Sites/w/0/792.css	(from http://www.wcm-partners.com/minuteman-health)
10:30:39	1429/1429	---M-Z	200	added ('OK')	text/css	etag:W/%221429-1455830246000%22	http://www.wcm-partners.com/0/718.css	D:/My%20Web%20Sites/w/0/718.css	(from http://www.wcm-partners.com/aaa-southern-new-england)
10:30:40	2768/2768	---M-Z	200	added ('OK')	text/css	etag:W/%222768-1455830246000%22	http://www.wcm-partners.com/0/730.css	D:/My%20Web%20Sites/w/0/730.css	(from http://www.wcm-partners.com/aaa-southern-new-england)
10:30:40	3641/3641	---M-Z	200	added ('OK')	text/css	etag:W/%223641-1455830246000%22	http://www.wcm-partners.com/0/829.css	D:/My%20Web%20Sites/w/0/829.css	(from http://www.wcm-partners.com/keurig)
10:30:40	2200/2200	---M-Z	200	added ('OK')	text/css	etag:W/%222200-1455830247000%22	http://www.wcm-partners.com/0/830.css	D:/My%20Web%20Sites/w/0/830.css	(from http://www.wcm-partners.com/keurig)
10:31:05	146605/146605	---M--	200	added ('OK')	image/png	etag:W/%22146605-1410201082000%22	http://www.wcm-partners.com/upload/image_library/bio-rick3.png	D:/My%20Web%20Sites/w/upload/image_library/bio-rick3.png	(from http://www.wcm-partners.com/0/966.css)
10:31:09	173622/173622	---M--	200	added ('OK')	image/png	etag:W/%22173622-1410201089000%22	http://www.wcm-partners.com/upload/image_library/bio-jack2.png	D:/My%20Web%20Sites/w/upload/image_library/bio-jack2.png	(from http://www.wcm-partners.com/0/966.css)
10:31:09	7013/7013	---M-Z	200	added ('OK')	text/css	etag:W/%227013-1455830250000%22	http://www.wcm-partners.com/0/987.css	D:/My%20Web%20Sites/w/0/987.css	(from http://www.wcm-partners.com/jack-wallwork)
10:31:09	132/132	---M-Z	200	added ('OK')	text/css	etag:W/%22132-1455830250000%22	http://www.wcm-partners.com/0/1009.css	D:/My%20Web%20Sites/w/0/1009.css	(from http://www.wcm-partners.com/jack-wallwork)
10:31:10	301/301	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202016%2014:31:57%20GMT	http://www.wcm-partners.com/0/lemd924.js	D:/My%20Web%20Sites/w/0/lemd924.html	(from http://www.wcm-partners.com/jack-wallwork)
10:31:10	132/132	---M-Z	200	added ('OK')	text/css	etag:W/%22132-1455830250000%22	http://www.wcm-partners.com/0/1011.css	D:/My%20Web%20Sites/w/0/1011.css	(from http://www.wcm-partners.com/richard-mckenna)
10:31:10	132/132	---M-Z	200	added ('OK')	text/css	etag:W/%22132-1455830250000%22	http://www.wcm-partners.com/0/1017.css	D:/My%20Web%20Sites/w/0/1017.css	(from http://www.wcm-partners.com/alison-costello)
10:31:14	204623/204623	---M--	200	added ('OK')	image/png	etag:W/%22204623-1410201082000%22	http://www.wcm-partners.com/upload/image_library/bio-allison-5.png	D:/My%20Web%20Sites/w/upload/image_library/bio-allison-5.png	(from http://www.wcm-partners.com/0/966.css)
10:31:27	70039/70039	---M--	200	added ('OK')	image/jpeg	etag:W/%2270039-1410201091000%22	http://www.wcm-partners.com/upload/image_library/about-tablet-portrait.jpg	D:/My%20Web%20Sites/w/upload/image_library/about-tablet-portrait.jpg	(from http://www.wcm-partners.com/0/933.css)
10:31:34	178844/178844	---M--	200	added ('OK')	image/png	etag:W/%22178844-1410201082000%22	http://www.wcm-partners.com/upload/image_library/bio-tim1.png	D:/My%20Web%20Sites/w/upload/image_library/bio-tim1.png	(from http://www.wcm-partners.com/0/966.css)
10:31:39	23428/23428	---M--	200	added ('OK')	image/jpeg	etag:W/%2223428-1410201089000%22	http://www.wcm-partners.com/upload/image_library/about-mobile-portrait.jpg	D:/My%20Web%20Sites/w/upload/image_library/about-mobile-portrait.jpg	(from http://www.wcm-partners.com/0/933.css)
10:31:59	200104/200104	---M--	200	added ('OK')	image/png	etag:W/%22200104-1410201089000%22	http://www.wcm-partners.com/upload/image_library/bg-about-xs.png	D:/My%20Web%20Sites/w/upload/image_library/bg-about-xs.png	(from http://www.wcm-partners.com/0/933.css)
10:32:12	204669/204669	---M--	200	added ('OK')	image/jpeg	etag:W/%22204669-1410201089000%22	http://www.wcm-partners.com/upload/image_library/bg-capabilities-large.jpg	D:/My%20Web%20Sites/w/upload/image_library/bg-capabilities-large.jpg	(from http://www.wcm-partners.com/0/923.css)
10:32:17	25548/25548	---M--	200	added ('OK')	image/jpeg	etag:W/%2225548-1410201082000%22	http://www.wcm-partners.com/upload/image_library/bg-capabilities-smallj.jpg	D:/My%20Web%20Sites/w/upload/image_library/bg-capabilities-smallj.jpg	(from http://www.wcm-partners.com/0/923.css)
10:32:18	10458/10458	---M-Z	200	added ('OK')	text/css	etag:W/%2210458-1455830249000%22	http://www.wcm-partners.com/0/935.css	D:/My%20Web%20Sites/w/0/935.css	(from http://www.wcm-partners.com/brand-strategy)
10:32:18	137/137	---M-Z	200	added ('OK')	text/css	etag:W/%22137-1455830249000%22	http://www.wcm-partners.com/0/951.css	D:/My%20Web%20Sites/w/0/951.css	(from http://www.wcm-partners.com/brand-strategy)
10:32:18	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/958.css	D:/My%20Web%20Sites/w/0/958.css	(from http://www.wcm-partners.com/media-planning-and-buying)
10:32:19	269/269	---M-Z	200	added ('OK')	text/css	etag:W/%22269-1455830249000%22	http://www.wcm-partners.com/0/957.css	D:/My%20Web%20Sites/w/0/957.css	(from http://www.wcm-partners.com/marketing-consulting)
10:32:19	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/950.css	D:/My%20Web%20Sites/w/0/950.css	(from http://www.wcm-partners.com/advertising)
10:32:19	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/959.css	D:/My%20Web%20Sites/w/0/959.css	(from http://www.wcm-partners.com/public-relations)
10:32:20	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/953.css	D:/My%20Web%20Sites/w/0/953.css	(from http://www.wcm-partners.com/cultural-conversion)
10:32:20	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/956.css	D:/My%20Web%20Sites/w/0/956.css	(from http://www.wcm-partners.com/interactive)
10:32:20	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/955.css	D:/My%20Web%20Sites/w/0/955.css	(from http://www.wcm-partners.com/direct-response)
10:32:21	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/954.css	D:/My%20Web%20Sites/w/0/954.css	(from http://www.wcm-partners.com/design)
10:32:21	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830251000%22	http://www.wcm-partners.com/0/960.css	D:/My%20Web%20Sites/w/0/960.css	(from http://www.wcm-partners.com/social-media)
10:32:21	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830249000%22	http://www.wcm-partners.com/0/952.css	D:/My%20Web%20Sites/w/0/952.css	(from http://www.wcm-partners.com/content-creation)
10:32:21	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830251000%22	http://www.wcm-partners.com/0/964.css	D:/My%20Web%20Sites/w/0/964.css	(from http://www.wcm-partners.com/web-video)
10:32:44	136457/136457	---M--	200	added ('OK')	image/jpeg	etag:W/%22136457-1410201082000%22	http://www.wcm-partners.com/upload/image_library/L-XL_experience_bg.jpg	D:/My%20Web%20Sites/w/upload/image_library/L-XL_experience_bg.jpg	(from http://www.wcm-partners.com/0/931.css)
10:33:19	214648/214648	---M--	200	added ('OK')	image/jpeg	etag:W/%22214648-1410201089000%22	http://www.wcm-partners.com/upload/image_library/M_experience_bg.jpg	D:/My%20Web%20Sites/w/upload/image_library/M_experience_bg.jpg	(from http://www.wcm-partners.com/0/931.css)
10:33:36	98807/98807	---M--	200	added ('OK')	image/jpeg	etag:W/%2298807-1410201082000%22	http://www.wcm-partners.com/upload/image_library/XXS-S_experience_bg.jpg	D:/My%20Web%20Sites/w/upload/image_library/XXS-S_experience_bg.jpg	(from http://www.wcm-partners.com/0/931.css)
10:33:36	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830251000%22	http://www.wcm-partners.com/0/965.css	D:/My%20Web%20Sites/w/0/965.css	(from http://www.wcm-partners.com/financial)
10:33:37	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830251000%22	http://www.wcm-partners.com/0/967.css	D:/My%20Web%20Sites/w/0/967.css	(from http://www.wcm-partners.com/healthcare)
10:33:37	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830251000%22	http://www.wcm-partners.com/0/969.css	D:/My%20Web%20Sites/w/0/969.css	(from http://www.wcm-partners.com/consumer-lifestyle)
10:33:37	66/66	---M-Z	200	added ('OK')	text/css	etag:W/%2266-1455830251000%22	http://www.wcm-partners.com/0/970.css	D:/My%20Web%20Sites/w/0/970.css	(from http://www.wcm-partners.com/technology)
